Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0279,v1.2 chronological census,V12-ABMX-0218,Archive collection,Halfords NEC indoor championship report,1983,1983,June 1983,Halfords; BMX Action Bike; Bob Haro,"Historical event report covering the indoor track, transfer system, racing, freestyle, high jump, and crowd response.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,halfords nec indoor championship report june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 32–39. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0280,v1.2 chronological census,V12-ABMX-0219,Archive collection,Grasby track-focus course guide,1983,1983,June 1983,Grasby BMX; BMX Action Bike,"Track guide describing the start, berms, tabletop, camel obstacle, passing lines, and race strategy.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,grasby track focus course guide june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 41–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0281,v1.2 chronological census,V12-ABMX-0220,Product literature,ACS Z Rims guarantee advertisement,1983,1983,June 1983,ACS; Gecko Leisure Products,"Product advertisement explaining Zytel construction, wheel sizes, colors, and the no-quibble rim-breakage guarantee.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,acs z rims guarantee advertisement june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 46. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0282,v1.2 chronological census,V12-ABMX-0221,Product literature,Grease Monkey tyre-selection guide,1983,1983,June 1983,BMX Action Bike; IRC; National; Mitsuboshi,"Editorial technical guide comparing BMX tyre construction, tread patterns, soil conditions, and cornering behavior.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,grease monkey tyre selection guide june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 47–48. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0283,v1.2 chronological census,V12-ABMX-0222,Retailer advertisement / price list,Supertune BMX comprehensive mail-order price list,1983,1983,June 1983,Supertune BMX Racing; GT; Diamond Back; Robinson; Suntour; Oakley,"Large mail-order price list covering frames, forks, headsets, grips, brakes, cranks, chains, pads, wheels, tyres, seats, plates, and clothing.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,supertune bmx comprehensive mail order price list june 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 49. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0284,v1.2 chronological census,V12-ABMX-0223,Dealer/shop advertisement,Yes Products dealer trade-promotion quiz,1983,1983,June 1983,Yes Products,"Dealer-facing trade promotion using a product quiz to advertise helmets, padsets, and trade margins.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,yes products dealer trade promotion quiz june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 49. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0285,v1.2 chronological census,V12-ABMX-0224,Product literature,California Lite pad-system pro endorsement advertisement,1983,1983,June 1983,California Lite; Johar of California; Harry Leary; Perry Kramer; Clint Miller; Toby Henderson,Product advertisement using professional rider endorsements to promote lightweight BMX padsets.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,california lite pad system pro endorsement advertisement june 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 51. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0286,v1.2 chronological census,V12-ABMX-0225,Archive collection,Sidehack racing feature,1983,1983,June 1983,BMX Action Bike; UKBMX; NBMXA; Ammaco-Mongoose,"Historical feature explaining sidehack roles, racing dynamics, teams, championship activity, and spectator appeal.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,sidehack racing feature june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 55. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-009,Editorial tests and historical documentation
EPH-0287,v1.2 chronological census,V12-ABMX-0226,Retailer advertisement / price list,Diatron Wildcat helmet and racewear advertisement,1983,1983,June 1983,Diatron; Wildcat,"Retail advertisement for a lightweight helmet, race jacket, body warmer, race pants, and race shirt.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,diatron wildcat helmet and racewear advertisement june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 59. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0288,v1.2 chronological census,V12-ABMX-0227,Product literature,Haro Freestyle Moves aerial instructional extract,1983,1983,June 1983,Bob Haro; Haro; BMX Action Bike,"Authorized instructional extract explaining aerial technique, safety equipment, ramp use, and style.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,haro freestyle moves aerial instructional extract june 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 60–63. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0289,v1.2 chronological census,V12-ABMX-0228,Event registration coupon,NBMXA rulebook and membership offer,1983,1983,June 1983,NBMXA,Association mailer offering Britain's first BMX rulebook and linking the publication to club membership.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June 1983 — Volume 2 Number 8. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/61-june-nineteen-eighty-three,,nbmxa rulebook and membership offer june 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed page 64. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-005,"Events, registration, and membership"
