Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed
EPH-0098,v1.1 chronological census,V11-ABMX-0037,Product announcement / kit,Max chainring carrying bags,1982,1982,June/July 1982,Max,New-product note for trackside chainring carrying bags.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,max chainring carrying bags june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0099,v1.1 chronological census,V11-ABMX-0038,Product announcement / kit,SunTour HL-100 headset locking nut,1982,1982,June/July 1982,SunTour,New-product note for the HL-100 locking nut with twin Allen bolts and nylon bushes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,suntour hl 100 headset locking nut june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0100,v1.1 chronological census,V11-ABMX-0039,Product literature,Oakley O/20 goggle product notice,1982,1982,June/July 1982,Oakley; Gecko,Product notice describing the O/20 goggle and its UK retail availability.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,oakley o 20 goggle product notice june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0101,v1.1 chronological census,V11-ABMX-0040,Product announcement / kit,Torker Ultra 4 lightweight stem,1982,1982,June/July 1982,Torker; Alans,Product notice for a heat-treated and precision-machined lightweight stem.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,torker ultra 4 lightweight stem june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0102,v1.1 chronological census,V11-ABMX-0041,Product literature,Renthal wide-rise handlebar range,1982,1982,June/July 1982,Renthal; Mongoose,Product notice for extra-wide handlebars in multiple rise options and finishes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,renthal wide rise handlebar range june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 40. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0103,v1.1 chronological census,V11-ABMX-0042,Information-pack mailer,ABMX Wonder Light street-safety offer,1982,1982,June/July 1982,BMX Action Bike; Wonder Light,Reader offer for detachable front and rear lights with reflective cycle clips.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,abmx wonder light street safety offer june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 41–42. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0104,v1.1 chronological census,V11-ABMX-0043,Magazine advertisement,Huffy Pro Thunder Competition Certified range,1982,1982,June/July 1982,Huffy,"International advertisement for Pro 3, Pro 3 Special Edition, Pro 4, and Pro 5 models.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,huffy pro thunder competition certified range june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 42. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0105,v1.1 chronological census,V11-ABMX-0044,Product-history object,Race Inc Aero special feature,1982,1982,June/July 1982,Race Inc; Cav Strutt,Editorial feature on a lightweight Race Inc Aero custom build and test flight.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,race inc aero special feature june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 44–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0106,v1.1 chronological census,V11-ABMX-0045,Product-history object,SJK British chromoly race-bike test,1982,1982,June/July 1982,SJK Products; Steve Woolley,Editorial test of a British-built chromoly race bike with sealed-bearing details and period pricing.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,sjk british chromoly race bike test june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0107,v1.1 chronological census,V11-ABMX-0046,Information-pack mailer,Cyclone Bikes seven-sticker packet offer,1982,1982,June/July 1982,Cyclone Bikes; BMX Action Bike,Mail-order packet of seven assorted BMX stickers.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,cyclone bikes seven sticker packet offer june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 13. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0108,v1.1 chronological census,V11-ABMX-0047,Product literature,UKBMX national rule-book notice,1982,1982,June/July 1982,UKBMX; IBMXF,Association notice explaining the national rule book produced after delay to the international rule book.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — June/July 1982 — Volume 2 Number 2. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/14-june%2Fjuly-eighty-two,,ukbmx national rule book notice june july 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed section located; exact page number remains pending page-image review. Indexed association notice. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0109,v1.1 chronological census,V11-ABMX-0048,Magazine advertisement,Puch Murray 20-inch and 24-inch BMX range advertisement,1982,1982,August/September 1982,Puch Murray,"Brand advertisement describing 20-inch and 24-inch bikes, components, and a frame-and-fork warranty.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — August/September 1982 — Volume 2 Number 3. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/57-august%2Fseptember-eighty-two,,puch murray 20 inch and 24 inch bmx range advertisement august september 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 2–3. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
